Country_Name,Year,Access_to_electricity_(%_of_population),"Adjusted_net_enrollment_rate,_primary_(%_of_primary_school_age_children)",Adjusted_net_national_income_(constant_2015_US$),Adjusted_net_national_income_per_capita_(annual_%_growth),Adjusted_net_national_income_per_capita_(constant_2015_US$),"Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_bottom_40%_of_population_(%)","Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_total_population_(%)",CPIA_social_protection_rating_(1=low_to_6=high),CPIA_trade_rating_(1=low_to_6=high),"Central_government_debt,_total_(%_of_GDP)","Children_out_of_school,_primary",Current_account_balance_(%_of_GDP),Current_health_expenditure_(%_of_GDP),"Current_health_expenditure_per_capita,_PPP_(current_international_$)","Employment_to_population_ratio,_15+,_total_(%)_(modeled_ILO_estimate)",Exports_of_goods_and_services_(%_of_GDP),Exports_of_goods_and_services_(annual_%_growth),Final_consumption_expenditure_(%_of_GDP),Final_consumption_expenditure_(annual_%_growth),"Foreign_direct_investment,_net_inflows_(%_of_GDP)","Foreign_direct_investment,_net_outflows_(%_of_GDP)",GDP_(constant_2015_US$),GDP_(constant_LCU),GDP_growth_(annual_%),GDP_per_capita_(constant_2015_US$),GDP_per_capita_(constant_LCU),GDP_per_capita_growth_(annual_%),"GDP_per_capita,_PPP_(constant_2017_international_$)",GDP_per_person_employed_(constant_2017_PPP_$),"GDP,_PPP_(constant_2017_international_$)",Gini_index,"Government_expenditure_on_education,_total_(%_of_GDP)","Government_expenditure_on_education,_total_(%_of_government_expenditure)",Gross_domestic_income_(constant_LCU),Gross_domestic_savings_(%_of_GDP),Gross_national_expenditure_(constant_2015_US$),Gross_savings_(%_of_GDP),"Hospital_beds_(per_1,000_people)",Human_capital_index_(HCI)_(scale_0-1),"Human_capital_index_(HCI),_lower_bound_(scale_0-1)","Human_capital_index_(HCI),_upper_bound_(scale_0-1)",Income_share_held_by_highest_10%,Income_share_held_by_highest_20%,Income_share_held_by_lowest_10%,Income_share_held_by_lowest_20%,Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),"Inflation,_GDP_deflator_(annual_%)","Inflation,_GDP_deflator:_linked_series_(annual_%)","Inflation,_consumer_prices_(annual_%)","Labor_force,_total","Life_expectancy_at_birth,_total_(years)","Literacy_rate,_adult_total_(%_of_people_ages_15_and_above)","Literacy_rate,_youth_total_(%_of_people_ages_15-24)","Mortality_rate,_infant_(per_1,000_live_births)","Mortality_rate,_under-5_(per_1,000_live_births)",Net_acquisition_of_financial_assets_(current_LCU),Net_barter_terms_of_trade_index_(2000_=_100),"Net_financial_flows,_bilateral_(NFL,_current_US$)",Net_foreign_assets_(current_LCU),Net_investment_in_nonfinancial_assets_(current_LCU),Net_lending_(+)_/_net_borrowing_(-)_(current_LCU),"Net_trade_in_goods_(BoP,_current_US$)",Number_of_under-five_deaths,Ores_and_metals_exports_(%_of_merchandise_exports),"Population,_total",Poverty_gap_at_$2.15_a_day_(2017_PPP)_(%),Poverty_gap_at_$3.65_a_day_(2017_PPP)_(%),Poverty_gap_at_$6.85_a_day_(2017_PPP)_(%),Poverty_headcount_ratio_at_$2.15_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$3.65_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$6.85_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_national_poverty_lines_(%_of_population),Present_value_of_external_debt_(current_US$),Price_level_ratio_of_PPP_conversion_factor_(GDP)_to_market_exchange_rate,"Primary_completion_rate,_total_(%_of_relevant_age_group)",Public_private_partnerships_investment_in_ICT_(current_US$),Public_private_partnerships_investment_in_energy_(current_US$),Public_private_partnerships_investment_in_transport_(current_US$),Public_private_partnerships_investment_in_water_and_sanitation_(current_US$),Rail_lines_(total_route-km),"Railways,_goods_transported_(million_ton-km)","Railways,_passengers_carried_(million_passenger-km)",Real_interest_rate_(%),Renewable_electricity_output_(%_of_total_electricity_output),Renewable_energy_consumption_(%_of_total_final_energy_consumption),Renewable_internal_freshwater_resources_per_capita_(cubic_meters),Rural_land_area_(sq._km),Rural_population,Taxes_on_exports_(%_of_tax_revenue),Taxes_on_exports_(current_LCU),Taxes_on_international_trade_(%_of_revenue),Taxes_on_international_trade_(current_LCU),Trade_(%_of_GDP),Trade_in_services_(%_of_GDP),"Unemployment,_total_(%_of_total_labor_force)_(modeled_ILO_estimate)","Unemployment,_youth_total_(%_of_total_labor_force_ages_15-24)_(modeled_ILO_estimate)",Urban_population,Urban_population_(%_of_total_population),Urban_population_growth_(annual_%),"Vulnerable_employment,_total_(%_of_total_employment)_(modeled_ILO_estimate)","Wage_and_salaried_workers,_total_(%_of_total_employment)_(modeled_ILO_estimate)"
World,2012,84.63518957,90.09036,56547800000000.0,-9.804395721,7918.870752,420562967644.70087,420562967644.70087,3.04375,3.80625,420562967644.70087,420562967644.70087,420562967644.70087,9.387267398,1120.076703,57.844292,30.36076006,2.6677013,420562967644.70087,2.2217692,2.657490086,2.227925934,68822300000000.0,420562967644.70087,2.70840268,9637.768055,420562967644.70087,1.451858679,14504.96523,34131.31857,103578000000000.0,420562967644.70087,4.210354805,14.0771904,420562967644.70087,26.44867493,68636200000000.0,26.81388162,2.778869425,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,3.633999576,420562967644.70087,3.725326661,3219457830.0,71.28406932,84.76016998,90.34107208,34.6,47.6,420562967644.70087,118.8470935,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,6681748.0,4.027199983,7140895722.0,3.7,11.8,27.6,13.2,32.7,55.0,420562967644.70087,420562967644.70087,420562967644.70087,89.23522186,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,20.90153641,16.98900462,6025.255635,420562967644.70087,3393622795.0,420562967644.70087,420562967644.70087,3.642764931,420562967644.70087,59.83914113,11.96571827,6.138941783,14.70458374,3745429795.0,52.46396135,2.095216842,46.37120582,50.89202134
World,2013,85.13989742,90.28756,57878900000000.0,1.103890178,8006.286388,476199687010.5096,476199687010.5096,3.00617284,3.839506173,476199687010.5096,476199687010.5096,476199687010.5096,9.365148321,1170.519622,57.49945474,30.29518907,2.940335932,476199687010.5096,2.403676133,2.677880732,2.499353966,70754800000000.0,476199687010.5096,2.807892132,9787.376713,476199687010.5096,1.552316439,14789.59805,34897.86879,106917000000000.0,476199687010.5096,4.431299925,14.13280964,476199687010.5096,26.47315655,70425200000000.0,26.43323558,2.816225192,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,2.243589744,476199687010.5096,2.621050017,3249915197.0,71.57741222,84.95265961,90.67888641,33.7,46.0,476199687010.5096,120.3161711,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,6481594.0,3.854657991,7229184551.0,3.3,10.8,26.1,11.7,30.7,53.3,476199687010.5096,476199687010.5096,476199687010.5096,89.28034973,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,21.71034584,17.25708378,5951.428038,476199687010.5096,3403214006.0,476199687010.5096,476199687010.5096,3.047812088,476199687010.5096,59.05993851,12.31686776,6.116370999,14.97872186,3824116789.0,52.91188269,2.100880228,45.93158445,51.31711078
World,2014,85.54768622,90.44798,59768900000000.0,2.018906388,8167.925816,487386123817.621,487386123817.621,2.973684211,3.815789474,487386123817.621,487386123817.621,487386123817.621,9.444223557,1211.314465,57.2952263,29.97110686,3.555151752,487386123817.621,2.619305347,2.386787203,2.174807213,72941500000000.0,487386123817.621,3.090647561,9968.082721,487386123817.621,1.84631708,15112.62907,35682.81842,110587000000000.0,487386123817.621,4.399894953,13.38510036,487386123817.621,26.58274032,72591600000000.0,26.80225651,2.767623512,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,1.944598697,487386123817.621,2.346268657,3283266080.0,71.88145395,85.40184784,90.99996948,32.5,44.4,487386123817.621,120.3252025,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,6271340.0,3.870965578,7317508753.0,3.1,10.4,25.4,11.2,29.8,52.1,487386123817.621,487386123817.621,487386123817.621,89.0545578,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,22.40725845,17.40155398,5879.334604,487386123817.621,3411423254.0,487386123817.621,487386123817.621,2.998798926,487386123817.621,58.47235128,12.84500752,5.981447535,15.08146909,3904237467.0,53.36821395,2.095142027,45.45960721,51.74711075
World,2015,86.52580069,90.30999,61749900000000.0,2.094957382,8339.040381,490721743989.25104,490721743989.25104,2.973684211,3.776315789,490721743989.25104,490721743989.25104,490721743989.25104,9.734809745,1250.261238,57.07168021,28.3040729,3.32053001,490721743989.25104,2.882028368,3.60686538,2.871698412,75186400000000.0,490721743989.25104,3.077577537,10153.5813,490721743989.25104,1.860925386,15433.15545,36468.972,114281000000000.0,490721743989.25104,4.387156487,13.54563999,490721743989.25104,26.55939196,74614700000000.0,26.43124934,2.693564582,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,2.240523948,490721743989.25104,1.434317634,3320511508.0,72.09550069,85.5592804,91.03849792,31.8,43.2,490721743989.25104,113.9770547,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,6070327.0,3.726855465,7404910892.0,3.1,10.1,24.8,10.8,28.9,51.1,490721743989.25104,490721743989.25104,490721743989.25104,88.71501923,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,22.85445608,17.54278297,5809.703257,127716390.2,3417903034.0,490721743989.25104,490721743989.25104,3.437449994,490721743989.25104,56.10093186,13.02186206,6.010948362,15.5576349,3985184642.0,53.83138516,2.07331587,44.97874967,52.16451624
World,2016,87.60622683,90.5136,63354000000000.0,1.406009311,8456.288065,549071838822.0321,549071838822.0321,2.97260274,3.780821918,549071838822.0321,549071838822.0321,549071838822.0321,9.860608314,1294.834389,56.83372459,27.30775691,2.606980479,549071838822.0321,2.82076849,3.523686203,2.750501051,77295500000000.0,549071838822.0321,2.805257996,10317.16712,549071838822.0321,1.611114461,15750.05878,37273.48187,117998000000000.0,549071838822.0321,4.254079819,13.93017006,549071838822.0321,26.31121748,76679900000000.0,25.88679938,2.725949053,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,1.901646775,549071838822.0321,1.550016417,3355841442.0,72.34522142,86.00863647,91.45983124,30.9,41.9,549071838822.0321,113.6303398,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,5889679.0,3.534869402,7491934113.0,3.0,9.8,24.2,10.5,28.2,50.2,549071838822.0321,549071838822.0321,549071838822.0321,89.34526825,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,5741.973003,549071838822.0321,3423736810.0,549071838822.0321,549071838822.0321,3.385243882,549071838822.0321,54.28546131,12.9604401,6.003246533,15.86020196,4066384935.0,54.28997113,2.037554098,44.60451612,52.49792242
World,2017,88.50409693,90.48209,65642200000000.0,2.432887291,8662.020022,552788640450.1589,552788640450.1589,2.952702703,3.763513514,552788640450.1589,552788640450.1589,552788640450.1589,9.764234819,1338.388192,56.65602468,28.27792919,5.285920846,552788640450.1589,2.95941422,2.661326038,2.534900601,79913000000000.0,552788640450.1589,3.38624182,10545.16864,552788640450.1589,2.209923738,16156.32739,38241.48618,122435000000000.0,552788640450.1589,4.085539818,14.00765991,552788640450.1589,26.90342472,79361400000000.0,26.58362291,2.88108451,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,2.947877208,552788640450.1589,2.19201011,3390281482.0,72.54304407,86.2482605,91.64504242,30.0,40.6,552788640450.1589,114.9102643,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,5702746.0,3.725834224,7578157615.0,2.9,9.3,23.4,9.7,26.9,49.1,552788640450.1589,552788640450.1589,552788640450.1589,89.25736237,552788640450.1589,51079060000.0,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,5676.42882,552788640450.1589,3428913295.0,552788640450.1589,552788640450.1589,3.193477989,552788640450.1589,56.08409634,13.22175857,5.873657232,15.959787,4147418821.0,54.74177699,1.992774597,44.22451531,52.80360951
World,2018,89.47890212,90.45493,67157600000000.0,1.192104347,8765.28034,572686429093.6163,572686429093.6163,2.965753425,3.780821918,572686429093.6163,572686429093.6163,572686429093.6163,9.70124125,1399.681416,56.52532782,29.16536863,4.34793995,572686429093.6163,3.191073427,1.05705809,0.709310724,82539600000000.0,572686429093.6163,3.286864016,10772.90388,572686429093.6163,2.159616849,16558.97186,39156.95212,126871000000000.0,572686429093.6163,4.212569952,13.47729015,572686429093.6163,27.34697318,82176800000000.0,26.72635052,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,2.716843135,572686429093.6163,2.438736555,3424839821.0,72.78523684,86.27850342,91.43814087,29.7,40.0,572686429093.6163,117.0180844,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,5525259.0,3.728500218,7661776338.0,2.8,8.6,22.2,9.0,24.9,47.7,572686429093.6163,572686429093.6163,572686429093.6163,89.57498169,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,5614.260745,572686429093.6163,3432505487.0,572686429093.6163,572686429093.6163,2.958190475,572686429093.6163,57.55884814,13.55934402,5.699077206,15.91925815,4227439914.0,55.188904,1.929419151,43.74907986,53.19824341
World,2019,89.92633069,664236706933.0513,68840000000000.0,1.434030076,8890.977096,664236706933.0513,664236706933.0513,2.946666667,3.746666667,664236706933.0513,664236706933.0513,664236706933.0513,9.830195007,1458.942207,56.87878452,28.28486179,1.129680521,664236706933.0513,2.603998232,1.916709254,1.440854514,84678500000000.0,664236706933.0513,2.591419861,10936.58862,664236706933.0513,1.519411474,16847.43344,39748.73987,130444000000000.0,664236706933.0513,4.095310211,13.46478987,664236706933.0513,27.09009671,84389100000000.0,26.56687346,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,2.406295885,664236706933.0513,2.186901545,3467592547.0,72.97684987,86.65676117,91.71324158,29.2,39.3,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,5354698.0,3.717934464,7742681934.0,2.6,8.1,21.5,8.5,23.6,46.9,664236706933.0513,664236706933.0513,664236706933.0513,89.85733795,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,5555.3775,664236706933.0513,3434599148.0,664236706933.0513,664236706933.0513,2.711516619,664236706933.0513,56.3356641,13.69607579,5.543163701,15.23632501,4306260787.0,55.63026364,1.864506051,43.61726881,53.56080974
World,2020,90.43557661,730253749908.386,65905600000000.0,-5.221168703,8426.764182,730253749908.386,730253749908.386,2.97260274,3.732876712,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,54.52105051,26.37764895,-8.959754007,730253749908.386,-3.211146959,1.417541252,0.957172817,82041000000000.0,730253749908.386,-3.114741981,10489.86106,730253749908.386,-4.084706679,16175.74999,39814.37086,126510000000000.0,730253749908.386,4.332049847,12.64999962,730253749908.386,26.91424587,81521000000000.0,26.10431299,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,1.803563984,730253749908.386,1.920968006,3401253959.0,72.26501127,86.8143692,91.80999756,28.9,38.7,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,5185562.0,4.262245305,7820981524.0,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,90.40921021,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,3435444069.0,730253749908.386,730253749908.386,2.349351351,730253749908.386,52.16581548,11.68249878,6.898264957,18.40135255,4383714769.0,56.06376406,1.798636586,730253749908.386,730253749908.386
Zambia,1999,18.54024506,66.95896,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,650743.0,-11.3503111,235969024005.94077,235969024005.94077,51.67900085,25.0372194,87.45130214,235969024005.94077,235969024005.94077,4.758670801,0.0,7756725565.0,45626644900.0,4.650189746,806.2086777,4742.284195,1.943905544,2074.453663,5788.654666,19958812408.0,235969024005.94077,1.774950027,235969024005.94077,44919838643.0,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,17.92387307,17.92387307,26.78769668,2921644.0,44.659,68.00179291,69.45722198,93.8,161.6,235969024005.94077,87.12871287,-7149063.6,508256295.7,570500000.0,-29600000.0,-98000000.0,68715.0,62.86730961,9621238.0,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,0.211355476,61.45302963,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,1273.0,554.0,186.0,19.15879543,99.33024214,89.83537502,8335.72561,235969024005.94077,6228982.0,0.0,0.0,12.79548905,236000000.0,59.7675342,12.11404838,12.41100025,22.04599953,3392256.0,35.258,1.329423369,81.13000107,18.52000046
Zambia,2000,16.70000076,66.94255,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,664824.0,-18.39780377,7.15237093,117.6506882,51.3429985,23.92386083,-3.037625812,227044988038.0501,227044988038.0501,3.379914273,227044988038.0501,8059030210.0,47404862600.0,3.897322943,814.7729655,4792.661086,1.062291692,2096.490412,5871.319264,20736671783.0,227044988038.0501,1.788190007,8.352620125,47435846861.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,32.61387051,32.61387051,26.03041179,3008678.0,45.231,227044988038.0501,227044988038.0501,90.4,155.7,227044988038.0501,100.0,-26199627.3,973206786.6,227044988038.0501,227044988038.0501,-220730000.0,67556.0,64.44088804,9891136.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,0.210394963,59.03316879,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,4.66476807,99.38445755,89.98,8108.269869,740535.1369,6448823.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,60.38746899,12.48753625,12.93000031,22.99300003,3442313.0,34.802,1.464844238,81.29999924,18.29999924
Zambia,2001,20.17238617,66.77464,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,683984.0,-18.00061112,6.55248451,113.0083084,51.04899979,25.1096991,20.74376108,246000157131.23685,246000157131.23685,3.541352382,246000157131.23685,8487518231.0,49925316700.0,5.316868274,832.7657192,4898.49814,2.208315021,2142.787524,6014.635398,21839213307.0,246000157131.23685,246000157131.23685,246000157131.23685,50487978634.0,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,25.33125846,25.33125846,21.39378218,3115207.0,46.019,246000157131.23685,246000157131.23685,85.6,147.0,246000157131.23685,94.57787904,-2539150.1,-3077962288.0,264519171.9,240558261.2,-342145000.0,64917.0,60.42152559,10191964.0,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,0.222164934,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,16.67746349,99.37051492,89.76,7868.944592,246000157131.23685,6624573.0,246000157131.23685,246000157131.23685,13.05150727,338074599.9,64.66828271,12.47207159,13.50300026,24.55500031,3567391.0,35.002,3.569088714,81.74000168,17.77000046
Zambia,2002,17.39999962,69.81638,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,637091.0,-15.81422882,6.79403543,121.2199097,50.7179985,27.13367833,34.82789315,248977398506.52744,248977398506.52744,7.11494945,248977398506.52744,8869967014.0,52174958600.0,4.50601428,844.092011,4965.121703,1.360081411,2171.931179,6113.036669,22823291377.0,42.1,248977398506.52744,248977398506.52744,52933584014.0,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,33.7,48.8,2.4,6.1,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,19.39092327,19.39092327,22.23334464,3227203.0,46.979,69.14922333,69.08881378,79.7,136.5,248977398506.52744,91.94984306,-69101833.5,-3001025703.0,562748257.8,-274453559.8,-214841000.0,61387.0,59.32396905,10508294.0,21.3,41.7,64.4,56.4,81.4,95.0,248977398506.52744,248977398506.52744,0.214403268,58.86299133,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,21.61562428,99.37446339,89.56,7632.066632,248977398506.52744,6780477.0,248977398506.52744,248977398506.52744,12.3719956,359119556.4,64.916497,11.68664843,14.13099957,26.24600029,3727817.0,35.475,4.398829134,82.02000046,17.38999939
Zambia,2003,18.5,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,-13.5300496,7.18999434,136.2043457,50.42499924,25.68396403,57.90524181,265220923241.27216,265220923241.27216,7.078974814,265220923241.27216,9485983916.0,55798495900.0,6.944973982,875.2544333,5148.425439,3.691827653,2252.115135,6357.897587,24408363025.0,265220923241.27216,265220923241.27216,265220923241.27216,54854341146.0,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,17.60772368,17.60772368,21.40157839,3342089.0,48.284,265220923241.27216,265220923241.27216,73.8,126.0,265220923241.27216,95.75799646,-101702050.0,-3016476648.0,943093854.1,218117192.2,-306013000.0,57831.0,60.02622786,10837973.0,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,0.229789371,265220923241.27216,265220923241.27216,265220923241.27216,15550000.0,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,19.52534147,99.37417258,89.2,7399.907713,265220923241.27216,6941613.0,265220923241.27216,265220923241.27216,8.838799189,425505732.0,62.31284468,11.59564635,14.68599987,27.87100029,3896360.0,35.951,4.421997634,82.11000061,17.18000031
Zambia,2004,20.29999924,82.63401,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,387210.0,-7.148825706,7.04994965,143.0562439,50.09500122,33.53998225,57.15645594,283590575737.07385,283590575737.07385,5.851719252,-0.401859634,10153075785.0,59722466600.0,7.032395115,907.4936973,5338.063378,3.683416254,2335.06991,6616.730163,26124855554.0,54.3,2.463429928,10.58498955,58906431627.0,283590575737.07385,283590575737.07385,283590575737.07385,2.0,283590575737.07385,283590575737.07385,283590575737.07385,42.7,59.0,1.3,3.5,0.389346224,0.739757836,0.457109092,1.462749124,19.71682321,19.71682321,17.96778911,3462677.0,49.487,283590575737.07385,283590575737.07385,67.7,115.8,283590575737.07385,112.7552661,-39362036.7,-2108750932.0,639666125.2,514146414.4,117566000.0,54454.0,46.5515777,11188040.0,30.7,47.3,65.8,61.1,78.6,91.9,283590575737.07385,283590575737.07385,0.265348541,69.9561615,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,9.196933647,99.43582511,89.28,7168.36908,283590575737.07385,7112237.0,283590575737.07385,283590575737.07385,8.513755811,539810649.0,70.81307493,10.91611511,15.29399967,29.63100052,4075803.0,36.43,4.502499852,81.84000015,17.31999969
